feature,mean_importance
height_diff_weight,-0.0006548669224390735
weight_multiply_height,-0.0001846068768983522
weight_sum_age,-9.637153488689653e-06
weight_sum_height,4.843677601213958e-05
weight,5.406681934248536e-05
eat,0.00014911356050694157
age,0.005340805975482405
region,0.006155399797462879
age_diff_weight,0.007681803723479585
howlong,0.011692446648588284
age_ratio_weight,0.012950471488947035
height,0.01425936535853597
schedule,0.014995741082199582
weight_ratio_age,0.017236124524398367
athlete_id,0.018775675663521507
height_ratio_weight,0.0189823812787763
background,0.02313372395054336
experience,0.02445204060478532
athlete_id_ratio_weight,0.024990218183097275
weight_ratio_height,0.025300653756439008
gender,0.5188678052817935
